celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry_region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,elimination_week,final_place,weeks_participated,week1_judge_total,week1_judge_mean,week1_judge_count,week2_judge_total,week2_judge_mean,week2_judge_count,week3_judge_total,week3_judge_mean,week3_judge_count,week4_judge_total,week4_judge_mean,week4_judge_count,week5_judge_total,week5_judge_mean,week5_judge_count,week6_judge_total,week6_judge_mean,week6_judge_count,week7_judge_total,week7_judge_mean,week7_judge_count,week8_judge_total,week8_judge_mean,week8_judge_count,week9_judge_total,week9_judge_mean,week9_judge_count,week10_judge_total,week10_judge_mean,week10_judge_count,week11_judge_total,week11_judge_mean,week11_judge_count,avg_judge_total,max_judge_total,min_judge_total,std_judge_total,score_trend,partner_prev_seasons,partner_historical_avg_placement,is_us_contestant,age_group,industry_category
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,9.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,9.5,9.0,9.5,9.0,9.0,9.0,9.0,8.5,9.5,9.5,8.5,8.6666,8.6666,8.6666,,,,,,,3.0,10.0,25.0,8.333333333333334,3,21.0,7.0,3,32.0,8.0,4,28.0,7.0,4,35.0,8.75,4,32.0,8.0,4,37.0,9.25,4,36.0,9.0,4,36.0,9.0,4,25.9998,8.6666,3,,,0,30.799979999999998,37.0,21.0,5.513638847198222,6.666599999999995,13,6.153846153846154,1,36-45,Entertainment
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,8.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,8.0,8.0,7.5,7.5,8.0,8.0,9.0,9.0,10.0,10.0,9.0,9.5,9.0,9.0,9.0,9.5,9.5,9.0,10.0,9.6666,10.0,9.6666,,2.0,11.0,34.0,8.5,4,31.0,7.75,4,32.0,8.0,4,37.0,9.25,4,36.0,9.0,4,35.0,8.75,4,31.0,7.75,4,38.0,9.5,4,36.5,9.125,4,37.0,9.25,4,39.333200000000005,9.833300000000001,4,35.16665454545455,39.333200000000005,31.0,2.8411460914087603,5.27773333333333,14,5.928571428571429,1,≤25,Media
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,8.0,8.0,9.0,9.0,9.5,8.5,9.0,9.5,9.5,9.5,9.5,10.5,,,,,,,,,,,,,,,,,7.0,,7.0,25.0,6.25,4,32.0,8.0,4,32.0,8.0,4,39.0,9.75,4,34.0,8.5,4,36.5,9.125,4,39.0,9.75,4,,,0,,,0,,,0,,,0,33.92857142857143,39.0,25.0,4.919591543246344,6.833333333333332,15,5.666666666666667,1,≤25,Entertainment
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,7.0,7.0,8.0,,7.5,7.5,8.0,,9.0,9.0,9.0,9.0,7.0,7.0,7.0,,10.0,10.0,10.0,10.0,8.0,7.0,7.0,8.0,9.0,9.5,9.0,,9.6666,8.6666,8.6666,,10.0,10.0,10.0,,,,,,,,,,9.0,,9.0,22.0,7.333333333333333,3,23.0,7.666666666666667,3,36.0,9.0,4,21.0,7.0,3,40.0,10.0,4,30.0,7.5,4,27.5,9.166666666666666,3,26.9998,8.999933333333333,3,30.0,10.0,3,,,0,,,0,28.499977777777776,40.0,21.0,6.3737802758209705,1.166599999999999,16,5.75,1,26-35,Entertainment
Paige VanZant,Mark Ballas,Athlete,Oregon,United States,22,22,2nd Place,2,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,7.0,8.0,,9.0,9.0,9.0,9.0,8.0,8.0,7.0,8.0,9.0,10.0,9.0,,9.0,9.0,9.5,,10.0,9.0,9.0,,10.0,9.5,10.0,,10.0,9.6666,10.0,,,,,,,2.0,10.0,21.0,7.0,3,24.0,8.0,3,23.0,7.666666666666667,3,36.0,9.0,4,31.0,7.75,4,28.0,9.333333333333334,3,27.5,9.166666666666666,3,28.0,9.333333333333334,3,29.5,9.833333333333334,3,29.666600000000003,9.888866666666667,3,,,0,27.76666,36.0,21.0,4.317060213772021,6.388866666666665,17,5.764705882352941,1,≤25,Sports
Lindsey Stirling,Mark Ballas,Musician,California,United States,31,25,2nd Place,2,7.0,8.0,7.0,,7.5,7.5,7.5,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,10.0,9.0,,10.0,10.0,10.0,10.0,8.5,8.5,8.5,,9.5,8.5,9.0,,9.5,9.0,10.0,,10.0,10.0,10.0,10.0,,,,,,2.0,10.0,22.0,7.333333333333333,3,22.5,7.5,3,27.0,9.0,3,26.0,8.666666666666666,3,28.0,9.333333333333334,3,40.0,10.0,4,25.5,8.5,3,27.0,9.0,3,28.5,9.5,3,40.0,10.0,4,,,0,28.65,40.0,22.0,6.346696428501646,8.0,18,5.555555555555555,1,26-35,Entertainment
Charli D'Amelio,Mark Ballas,Social Media Personality,Connecticut,United States,18,31,1st Place,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.375,10.375,10.375,10.875,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,11.25,11.25,11.25,11.25,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,1.0,10.0,32.0,8.0,4,32.0,8.0,4,33.0,8.25,4,36.0,9.0,4,42.0,10.5,4,40.0,10.0,4,39.0,9.75,4,45.0,11.25,4,40.0,10.0,4,40.0,10.0,4,,,0,37.9,45.0,32.0,4.458450154232722,9.333333333333329,19,5.368421052631579,1,≤25,Media
Whitney Leavitt,Mark Ballas,TV Personality,Utah,United States,32,34,Eliminated Week 10,6,7.0,8.0,,,7.0,7.0,8.0,,8.0,8.0,8.0,,9.0,8.0,8.0,,9.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,10.25,10.25,10.25,11.25,9.5,10.0,10.0,10.0,10.5,10.5,10.5,10.5,9.0,10.0,10.0,,,,,,10.0,,10.0,15.0,7.5,2,22.0,7.333333333333333,3,24.0,8.0,3,25.0,8.333333333333334,3,33.0,8.25,4,39.0,9.75,4,42.0,10.5,4,39.5,9.875,4,42.0,10.5,4,29.0,9.666666666666666,3,,,0,31.05,42.0,15.0,9.476432755936052,16.500000000000004,20,5.15,1,26-35,Media
Tatum O'Neal,Nick Kosovich,Actor/Actress,California,United States,42,2,Eliminated Week 2,9,7.0,8.0,8.0,,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,23.0,7.666666666666667,3,17.0,5.666666666666667,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,20.0,23.0,17.0,4.242640687119285,,0,6.814726840855107,1,36-45,Entertainment
Vivica A. Fox,Nick Kosovich,Actor/Actress,Indiana,United States,42,3,Eliminated Week 4,8,6.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,22.0,7.333333333333333,3,24.0,8.0,3,27.0,9.0,3,24.0,8.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24.25,27.0,22.0,2.0615528128088303,0.6666666666666679,1,9.0,1,36-45,Entertainment
Kate Flannery,Pasha Pashkov,Actor/Actress,Pennsylvania,United States,55,28,Eliminated Week 8,7,5.0,5.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,6.0,6.0,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.6666,8.6666,8.6666,,,,,,,,,,,,,,8.0,,8.0,15.0,5.0,3,21.0,7.0,3,24.0,8.0,3,26.0,6.5,4,24.0,8.0,3,27.0,9.0,3,24.0,8.0,3,25.9998,8.6666,3,,,0,,,0,,,0,23.374975,27.0,15.0,3.852159877170951,5.666599999999999,0,6.814726840855107,1,46-55,Entertainment
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,4.0,4.0,3.0,,6.0,5.0,5.0,,5.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,11.0,3.6666666666666665,3,16.0,5.333333333333333,3,12.0,4.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,13.0,16.0,11.0,2.6457513110645907,,1,7.0,1,>55,Media
Christine Chiu,Pasha Pashkov,TV Personality,Unknown,Taiwan China,38,30,Eliminated Week 3,14,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,25.0,6.25,4,24.0,6.0,4,21.0,7.0,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,23.333333333333332,25.0,21.0,2.081665999466133,,2,10.5,0,36-45,Media
Teresa Giudice,Pasha Pashkov,TV Personality,New Jersey,United States,50,31,Eliminated Week 2,15,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,20.0,5.0,4,23.0,5.75,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,21.5,23.0,20.0,2.1213203435596424,,3,11.666666666666666,1,46-55,Media
Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,7.0,7.0,7.0,,6.0,7.0,7.0,,9.0,8.0,9.0,8.0,8.0,9.0,8.0,,8.0,8.0,8.0,,10.0,10.0,10.0,11.0,9.0,9.0,10.0,9.0,9.75,10.75,10.75,10.75,9.0,9.0,9.0,10.0,9.5,9.5,10.0,,9.5,10.0,10.0,,,3.0,11.0,21.0,7.0,3,20.0,6.666666666666667,3,34.0,8.5,4,25.0,8.333333333333334,3,24.0,8.0,3,41.0,10.25,4,37.0,9.25,4,42.0,10.5,4,37.0,9.25,4,29.0,9.666666666666666,3,29.5,9.833333333333334,3,30.863636363636363,42.0,20.0,7.836105247796603,6.833333333333332,4,12.5,1,36-45,Media
Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,33,Eliminated Week 2,12,6.0,6.0,5.0,,7.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,17.0,5.666666666666667,3,19.0,6.333333333333333,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,18.0,19.0,17.0,1.4142135623730951,,5,10.6,1,46-55,Entertainment
Danielle Fishel,Pasha Pashkov,Actor/Actress,California,United States,44,34,Eliminated Week 8,8,6.0,6.0,,,7.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,8.0,9.0,9.0,9.0,9.0,8.5,8.5,8.5,9.5,9.5,9.0,9.5,9.0,,,,,,,,,,,,,8.0,,8.0,12.0,6.0,2,19.0,6.333333333333333,3,21.0,7.0,3,21.0,7.0,3,29.0,7.25,4,36.0,9.0,4,35.0,8.75,4,37.0,9.25,4,,,0,,,0,,,0,26.25,37.0,12.0,9.300537618869138,18.666666666666668,6,10.833333333333334,1,36-45,Entertainment
Metta World Peace (Ron),Peta Murgatroyd,Athlete,New York,United States,31,13,Eliminated Week 1,12,5.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,14.0,4.666666666666667,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,14.0,14.0,14.0,,,0,6.814726840855107,1,26-35,Sports
Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,14,1st Place,1,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,8.0,9.0,,11.3333,11.3333,11.3333,,9.0,8.5,9.0,,9.5,9.0,9.0,,9.5,9.0,10.0,,10.0,9.6666,10.0,,,,,,,1.0,10.0,21.0,7.0,3,24.0,8.0,3,26.0,8.666666666666666,3,27.0,9.0,3,27.0,9.0,3,33.9999,11.3333,3,26.5,8.833333333333334,3,27.5,9.166666666666666,3,28.5,9.5,3,29.666600000000003,9.888866666666667,3,,,0,27.11665,33.9999,21.0,3.411146489329748,4.888866666666665,1,12.0,1,36-45,Sports
Gilles Marini,Peta Murgatroyd,Actor/Actress,Unknown,France,36,15,Eliminated Week 8,6,8.0,8.0,8.0,,8.5,8.5,8.5,,8.5,8.5,8.5,,10.0,9.5,10.0,10.0,9.5,9.25,9.5,,9.0,9.0,9.5,,11.1666,11.1666,11.1666,,9.5,10.0,9.7777,,,,,,,,,,,,,,8.0,,8.0,24.0,8.0,3,25.5,8.5,3,25.5,8.5,3,39.5,9.875,4,28.25,9.416666666666666,3,27.5,9.166666666666666,3,33.4998,11.1666,3,29.2777,9.759233333333333,3,,,0,,,0,,,0,29.1284375,39.5,24.0,5.109596682416752,5.092500000000001,2,6.5,0,36-45,Entertainment
Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,7.0,6.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,6.0,7.0,7.0,,8.0,8.0,8.0,,7.5,8.0,7.5,,8.0,8.0,8.0,,7.0,7.0,7.0,,,,,,,,,,,,,,8.0,,8.0,19.0,6.333333333333333,3,20.0,6.666666666666667,3,21.0,7.0,3,20.0,6.666666666666667,3,24.0,8.0,3,23.0,7.666666666666667,3,24.0,8.0,3,21.0,7.0,3,,,0,,,0,,,0,21.5,24.0,19.0,1.927248223318863,2.666666666666668,3,6.333333333333333,1,26-35,Media
Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,7.0,8.0,7.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,7.0,7.0,7.0,,9.0,9.0,9.0,,10.0,11.0,10.0,,9.5,9.5,9.5,,9.0,9.0,9.0,,,,,,,,,,,,,,8.0,,8.0,22.0,7.333333333333333,3,23.0,7.666666666666667,3,27.0,9.0,3,21.0,7.0,3,27.0,9.0,3,31.0,10.333333333333334,3,28.5,9.5,3,27.0,9.0,3,,,0,,,0,,,0,25.8125,31.0,21.0,3.463457191057183,4.833333333333332,4,6.25,1,26-35,Entertainment
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,7.0,7.0,7.0,,9.0,8.0,8.0,,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,8.0,9.0,8.5,9.5,8.0,9.0,8.0,9.0,10.0,9.0,9.5,9.5,9.5,9.5,9.5,9.5,10.0,,,,,,10.0,,10.0,21.0,7.0,3,25.0,8.333333333333334,3,36.0,9.0,4,35.0,8.75,4,40.0,10.0,4,35.0,8.75,4,35.0,8.75,4,36.0,9.0,4,38.0,9.5,4,29.0,9.666666666666666,3,,,0,33.0,40.0,21.0,6.036923425424944,7.0000000000000036,5,6.4,1,≤25,Entertainment
Tommy Chong,Peta Murgatroyd,Comedian,Unknown,Canada,76,19,Eliminated Week 10,5,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,7.5,7.5,7.5,7.5,6.75,7.75,7.75,6.75,7.0,7.5,7.0,7.0,8.0,7.5,8.0,7.5,,,,,10.0,,10.0,27.0,6.75,4,28.0,7.0,4,34.0,8.5,4,28.0,7.0,4,23.0,5.75,4,28.0,7.0,4,30.0,7.5,4,29.0,7.25,4,28.5,7.125,4,31.0,7.75,4,,,0,28.65,34.0,23.0,2.8289181285038594,-0.16666666666666785,6,6.0,0,>55,Entertainment
Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,Eliminated Week 4,10,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,26.0,6.5,4,28.0,7.0,4,24.0,6.0,4,30.0,7.5,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.0,30.0,24.0,2.581988897471611,1.3333333333333321,7,5.857142857142857,1,≤25,Sports
Nyle DiMarco,Peta Murgatroyd,Model,New York,United States,26,22,1st Place,1,8.0,7.0,8.0,,7.0,6.0,7.0,,8.0,8.0,9.0,,8.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,8.0,8.0,9.0,,9.5,9.0,9.5,,10.0,9.0,10.0,,9.5,9.5,9.5,,9.6666,9.6666,9.6666,,,,,,,1.0,10.0,23.0,7.666666666666667,3,20.0,6.666666666666667,3,25.0,8.333333333333334,3,34.0,8.5,4,37.0,9.25,4,25.0,8.333333333333334,3,28.0,9.333333333333334,3,29.0,9.666666666666666,3,28.5,9.5,3,28.9998,9.6666,3,,,0,27.84998,37.0,20.0,5.0113708485580855,6.166599999999995,8,6.375,1,26-35,Model
Nick Viall,Peta Murgatroyd,TV Personality,Wisconsin,United States,36,24,Eliminated Week 7,6,6.0,6.0,6.0,6.0,7.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,8.0,7.0,8.0,7.0,9.0,8.0,9.0,8.0,7.5,8.0,7.5,7.5,8.0,8.0,9.0,9.0,,,,,,,,,,,,,,,,,7.0,,7.0,24.0,6.0,4,25.0,6.25,4,26.0,6.5,4,30.0,7.5,4,34.0,8.5,4,30.5,7.625,4,34.0,8.5,4,,,0,,,0,,,0,,,0,29.071428571428573,34.0,24.0,4.147575310031266,7.833333333333336,9,5.777777777777778,1,36-45,Media
Nick Lachey,Peta Murgatroyd,Singer/Rapper,Kentucky,United States,43,25,Eliminated Week 6,9,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,7.0,7.0,,8.0,7.0,7.0,,7.0,8.0,7.0,,7.0,6.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,6.0,,6.0,18.0,6.0,3,19.0,6.333333333333333,3,21.0,7.0,3,22.0,7.333333333333333,3,22.0,7.333333333333333,3,26.0,6.5,4,,,0,,,0,,,0,,,0,,,0,21.333333333333332,26.0,18.0,2.8047578623950176,4.0,10,5.8,1,36-45,Entertainment
Lamar Odom,Peta Murgatroyd,Athlete,New York,United States,39,28,Eliminated Week 4,10,5.0,3.0,3.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,5.0,7.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,4.0,11.0,3.6666666666666665,3,12.0,4.0,3,12.0,4.0,3,20.0,5.0,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,13.75,20.0,11.0,4.193248541803041,3.0,11,6.090909090909091,1,36-45,Sports
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,5.0,6.0,6.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,8.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,6.0,,6.0,17.0,5.666666666666667,3,18.0,6.0,3,22.0,7.333333333333333,3,22.0,7.333333333333333,3,21.0,7.0,3,21.0,7.0,3,,,0,,,0,,,0,,,0,,,0,20.166666666666668,22.0,17.0,2.136976056643281,2.333333333333332,12,6.416666666666667,1,36-45,Sports
Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,31,Eliminated Week 1,16,5.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,18.0,4.5,4,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,18.0,18.0,18.0,,,13,6.769230769230769,1,46-55,Entertainment
Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,6.0,5.0,5.0,,5.0,5.0,5.0,,6.0,6.0,7.0,6.0,6.0,6.0,6.0,,8.0,8.0,8.0,,8.25,7.25,8.25,8.25,8.0,8.0,8.5,8.0,8.75,8.75,8.75,8.75,,,,,,,,,,,,,8.0,,8.0,16.0,5.333333333333333,3,15.0,5.0,3,25.0,6.25,4,18.0,6.0,3,24.0,8.0,3,32.0,8.0,4,32.5,8.125,4,35.0,8.75,4,,,0,,,0,,,0,24.6875,35.0,15.0,7.887320294534224,14.499999999999996,14,7.428571428571429,1,>55,Entertainment
Harry Jowsey,Rylee Arnold,TV Personality,Unknown,Australia,26,32,Eliminated Week 9,6,4.0,4.0,4.0,,5.0,5.0,5.0,,6.0,5.0,7.0,6.0,7.0,7.0,7.0,,6.0,6.0,6.0,,7.25,7.25,7.25,7.25,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.0,,,,,,,,,9.0,,9.0,12.0,4.0,3,15.0,5.0,3,24.0,6.0,4,21.0,7.0,3,18.0,6.0,3,29.0,7.25,4,32.0,8.0,4,28.0,7.0,4,30.0,7.5,4,,,0,,,0,23.22222222222222,32.0,12.0,7.120003121097943,13.0,0,6.814726840855107,0,26-35,Media
Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4th Place,4,7.0,7.0,7.0,,8.0,7.0,7.0,,8.0,8.0,7.5,7.5,8.0,9.0,8.0,8.0,8.0,8.0,8.0,,10.0,9.0,9.0,,9.5,9.0,8.5,,9.0,8.5,9.0,,10.0,9.5,10.0,,,,,,,,,,,4.0,9.0,21.0,7.0,3,22.0,7.333333333333333,3,31.0,7.75,4,33.0,8.25,4,24.0,8.0,3,28.0,9.333333333333334,3,27.0,9.0,3,26.5,8.833333333333334,3,29.5,9.833333333333334,3,,,0,,,0,26.88888888888889,33.0,21.0,4.021642837337884,3.0,1,6.0,1,26-35,Sports
Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,34,Eliminated Week 6,10,5.0,5.0,,,6.0,6.0,6.0,,8.0,7.0,7.0,,7.0,7.0,7.0,,7.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,6.0,,6.0,10.0,5.0,2,18.0,6.0,3,22.0,7.333333333333333,3,21.0,7.0,3,30.0,7.5,4,28.0,7.0,4,,,0,,,0,,,0,,,0,,,0,21.5,30.0,10.0,7.20416546173115,9.666666666666664,2,5.0,1,26-35,Entertainment
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,Unknown,Chile,25,17,Eliminated Week 7,8,8.0,8.0,7.0,,6.0,7.0,7.0,,9.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,7.0,,7.0,23.0,7.666666666666667,3,20.0,6.666666666666667,3,25.0,8.333333333333334,3,24.0,8.0,3,27.0,9.0,3,30.0,10.0,3,27.0,9.0,3,,,0,,,0,,,0,,,0,25.142857142857142,30.0,20.0,3.236694374850748,5.333333333333332,0,6.814726840855107,0,≤25,Media
Kim Fields,Sasha Farber,Actor/Actress,New York,United States,46,22,Eliminated Week 7,8,7.0,6.0,7.0,,7.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,8.0,8.0,8.0,6.0,6.0,8.0,8.0,8.0,8.0,,8.5,8.5,9.0,,,,,,,,,,,,,,,,,,7.0,,7.0,20.0,6.666666666666667,3,19.0,6.333333333333333,3,22.0,7.333333333333333,3,32.0,8.0,4,28.0,7.0,4,24.0,8.0,3,26.0,8.666666666666666,3,,,0,,,0,,,0,,,0,24.428571428571427,32.0,19.0,4.613644360558612,5.666666666666668,1,8.0,1,46-55,Entertainment
Terra Jole,Sasha Farber,TV Personality,Texas,United States,36,23,Eliminated Week 10,5,7.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,9.0,8.0,8.0,,9.0,9.0,9.0,,7.0,8.0,8.0,7.0,8.5,8.5,9.0,8.5,8.0,8.0,8.0,,10.0,10.0,9.0,9.0,10.0,10.0,10.0,,,,,,10.0,,10.0,25.0,6.25,4,31.0,7.75,4,30.0,7.5,4,25.0,8.333333333333334,3,27.0,9.0,3,30.0,7.5,4,34.5,8.625,4,24.0,8.0,3,38.0,9.5,4,30.0,10.0,3,,,0,29.45,38.0,24.0,4.437529342625992,2.0,2,8.0,1,36-45,Media
Simone Biles,Sasha Farber,Athlete,Ohio,United States,20,24,Eliminated Week 9,4,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,8.5,8.5,8.5,9.0,10.5,9.5,9.5,9.5,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,,,,,,,,,9.0,,9.0,32.0,8.0,4,29.0,7.25,4,32.0,8.0,4,36.0,9.0,4,38.0,9.5,4,34.5,8.625,4,39.0,9.75,4,36.0,9.0,4,40.0,10.0,4,,,0,,,0,35.166666666666664,40.0,29.0,3.640054944640259,7.333333333333336,3,7.0,1,≤25,Sports
Tonya Harding,Sasha Farber,Athlete,Oregon,United States,47,26,3rd Place,3,8.0,8.0,7.0,,8.0,9.0,8.0,8.0,8.5,9.5,8.5,8.5,9.0,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,23.0,7.666666666666667,3,33.0,8.25,4,35.0,8.75,4,28.0,9.333333333333334,3,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29.75,35.0,23.0,5.377421934967226,1.6666666666666679,4,6.25,1,46-55,Sports
Mary Lou Retton,Sasha Farber,Athlete,West Virginia,United States,50,27,Eliminated Week 6,9,6.5,7.0,6.5,,8.0,7.5,7.5,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,8.0,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,6.0,,6.0,20.0,6.666666666666667,3,23.0,7.666666666666667,3,24.0,8.0,3,26.0,8.666666666666666,3,25.0,8.333333333333334,3,24.0,8.0,3,,,0,,,0,,,0,,,0,,,0,23.666666666666668,26.0,20.0,2.0655911179772892,2.666666666666668,5,5.6,1,46-55,Sports
