celebrity_name,season,week,judge_total,judge_mean,judge_count,judge1_score,judge2_score,judge3_score,judge4_score,placement,elimination_week,is_elimination_week,celebrity_industry,industry_category,age,age_group,partner,partner_experience,home_country,home_state,is_us,weekly_rank,weekly_rank_pct,season_weeks,vote_share_hat,total_votes_hat,votes_hat
Kate Flannery,28,2,21.0,7.0,3,7.0,7.0,7.0,,7,8.0,False,Actor/Actress,Entertainment,55,46-55,Pasha Pashkov,0,United States,Pennsylvania,1,2.0,0.1666666666666666,11.0,1.0000000008614224e-08,790401.7707078268,0.007904017713886966
Ally Brooke,28,2,20.0,6.666666666666667,3,7.0,6.0,7.0,,3,,False,Singer/Rapper,Entertainment,26,26-35,Sasha Farber,6,United States,Texas,1,3.0,0.3333333333333333,11.0,1.000000000167533e-08,790401.7707078268,0.007904017708402452
Sailor Brinkley-Cook,28,2,18.0,6.0,3,6.0,6.0,6.0,,9,6.0,False,Model,Model,21,≤25,Valentin Chmerkovskiy,14,United States,New York,1,8.0,0.6666666666666666,11.0,1.000000000167533e-08,790401.7707078268,0.007904017708402452
Lauren Alaina,28,2,19.0,6.333333333333333,3,6.0,6.0,7.0,,4,,False,Singer/Rapper,Entertainment,24,≤25,Gleb Savchenko,6,United States,Georgia,1,6.0,0.5416666666666666,11.0,9.999999999999995e-09,790401.7707078268,0.007904017707078265
Kate Flannery,28,3,24.0,8.0,3,8.0,8.0,8.0,,7,8.0,False,Actor/Actress,Entertainment,55,46-55,Pasha Pashkov,0,United States,Pennsylvania,1,1.0,0.15,11.0,0.3542779825266298,845546.0802920938,299558.3594591827
Ally Brooke,28,3,24.0,8.0,3,8.0,8.0,8.0,,3,,False,Singer/Rapper,Entertainment,26,26-35,Sasha Farber,6,United States,Texas,1,1.0,0.15,11.0,0.3542779825266298,845546.0802920938,299558.3594591827
James Van Der Beek,28,3,23.0,7.666666666666667,3,8.0,7.0,8.0,,5,10.0,False,Actor/Actress,Entertainment,42,36-45,Emma Slater,10,United States,Connecticut,1,3.0,0.35,11.0,0.13033158623124258,845546.0802920938,110201.36187607818
Sailor Brinkley-Cook,28,3,23.0,7.666666666666667,3,7.0,8.0,8.0,,9,6.0,False,Model,Model,21,≤25,Valentin Chmerkovskiy,14,United States,New York,1,3.0,0.35,11.0,0.13033158623124258,845546.0802920938,110201.36187607818
Hannah Brown,28,3,21.0,7.0,3,7.0,7.0,7.0,,1,,False,TV Personality,Media,24,≤25,Alan Bersten,3,United States,Alabama,1,5.0,0.5,11.0,0.017638462137282224,845546.0802920938,14914.132522559492
Lauren Alaina,28,3,20.0,6.666666666666667,3,6.0,7.0,7.0,,4,,False,Singer/Rapper,Entertainment,24,≤25,Gleb Savchenko,6,United States,Georgia,1,6.0,0.65,11.0,0.006488827594187028,845546.0802920938,5486.602737956018
Kel Mitchell,28,3,20.0,6.666666666666667,3,7.0,6.0,7.0,,2,,False,Actor/Actress,Entertainment,41,36-45,Witney Carson,10,United States,Illinois,1,6.0,0.65,11.0,0.006488827594187028,845546.0802920938,5486.602737956018
Karamo Brown,28,3,16.0,5.333333333333333,3,5.0,5.0,6.0,,8,7.0,False,TV Personality,Media,38,36-45,Jenna Johnson,3,United States,Texas,1,8.0,0.8,11.0,0.0001188470230263834,845546.0802920938,100.4906344743427
Sean Spicer,28,3,15.0,5.0,3,5.0,5.0,5.0,,6,9.0,False,Politician,Other,48,46-55,Lindsay Arnold,8,United States,New York,1,9.0,0.9,11.0,4.372137641583546e-05,845546.0802920938,36.96843845338487
Lamar Odom,28,3,12.0,4.0,3,4.0,4.0,4.0,,10,4.0,False,Athlete,Sports,39,36-45,Peta Murgatroyd,11,United States,New York,1,10.0,1.0,11.0,2.1767591567523145e-06,845546.0802920938,1.840550172731843
Hannah Brown,28,4,32.0,8.0,4,8.0,8.0,8.0,8.0,1,,False,TV Personality,Media,24,≤25,Alan Bersten,3,United States,Alabama,1,1.0,0.25,11.0,0.22691109714709107,900690.3898763608,204376.64455668622
Lauren Alaina,28,4,32.0,8.0,4,8.0,8.0,8.0,8.0,4,,False,Singer/Rapper,Entertainment,24,≤25,Gleb Savchenko,6,United States,Georgia,1,1.0,0.25,11.0,0.22691109714709107,900690.3898763608,204376.64455668622
Ally Brooke,28,4,32.0,8.0,4,8.0,8.0,8.0,8.0,3,,False,Singer/Rapper,Entertainment,26,26-35,Sasha Farber,6,United States,Texas,1,1.0,0.25,11.0,0.22691109714709107,900690.3898763608,204376.64455668622
Kel Mitchell,28,4,32.0,8.0,4,8.0,8.0,8.0,8.0,2,,False,Actor/Actress,Entertainment,41,36-45,Witney Carson,10,United States,Illinois,1,1.0,0.25,11.0,0.22691109714709107,900690.3898763608,204376.64455668622
Sailor Brinkley-Cook,28,4,31.0,7.75,4,7.0,8.0,8.0,8.0,9,6.0,False,Model,Model,21,≤25,Valentin Chmerkovskiy,14,United States,New York,1,5.0,0.5,11.0,0.08347592761407073,900690.3898763608,75185.96578800824
James Van Der Beek,28,4,28.0,7.0,4,7.0,7.0,7.0,7.0,5,10.0,False,Actor/Actress,Entertainment,42,36-45,Emma Slater,10,United States,Connecticut,1,6.0,0.65,11.0,0.004156021715192601,900690.3898763608,3743.288818991445
Karamo Brown,28,4,28.0,7.0,4,7.0,7.0,7.0,7.0,8,7.0,False,TV Personality,Media,38,36-45,Jenna Johnson,3,United States,Texas,1,6.0,0.65,11.0,0.004156021715192601,900690.3898763608,3743.288818991445
Kate Flannery,28,4,26.0,6.5,4,7.0,7.0,6.0,6.0,7,8.0,False,Actor/Actress,Entertainment,55,46-55,Pasha Pashkov,0,United States,Pennsylvania,1,8.0,0.8,11.0,0.0005624563759631036,900690.3898763608,506.5990525546527
Sean Spicer,28,4,21.0,5.25,4,5.0,6.0,5.0,5.0,6,9.0,False,Politician,Other,48,46-55,Lindsay Arnold,8,United States,New York,1,9.0,0.9,11.0,3.7898012505370805e-06,900690.3898763608,3.413437565900163
Lamar Odom,28,4,20.0,5.0,4,5.0,7.0,4.0,4.0,10,4.0,True,Athlete,Sports,39,36-45,Peta Murgatroyd,11,United States,New York,1,10.0,1.0,11.0,1.3941899661984145e-06,900690.3898763608,1.2557335042169602
Ally Brooke,28,5,27.0,9.0,3,9.0,9.0,9.0,,3,,False,Singer/Rapper,Entertainment,26,26-35,Sasha Farber,6,United States,Texas,1,1.0,0.1111111111111111,11.0,0.5020589044042263,955834.6994606277,479885.3220027457
James Van Der Beek,28,5,26.0,8.666666666666666,3,9.0,8.0,9.0,,5,10.0,False,Actor/Actress,Entertainment,42,36-45,Emma Slater,10,United States,Connecticut,1,2.0,0.2777777777777778,11.0,0.18469714918737337,955834.6994606277,176539.94408474775
Kel Mitchell,28,5,26.0,8.666666666666666,3,9.0,8.0,9.0,,2,,False,Actor/Actress,Entertainment,41,36-45,Witney Carson,10,United States,Illinois,1,2.0,0.2777777777777778,11.0,0.18469714918737337,955834.6994606277,176539.94408474775
Hannah Brown,28,5,25.0,8.333333333333334,3,9.0,7.0,9.0,,1,,False,TV Personality,Media,24,≤25,Alan Bersten,3,United States,Alabama,1,4.0,0.4444444444444444,11.0,0.06794628402900943,955834.6994606277,64945.415974334675
Kate Flannery,28,5,24.0,8.0,3,8.0,8.0,8.0,,7,8.0,False,Actor/Actress,Entertainment,55,46-55,Pasha Pashkov,0,United States,Pennsylvania,1,5.0,0.6111111111111112,11.0,0.02499604099826808,955834.6994606277,23892.0833352851
Sailor Brinkley-Cook,28,5,24.0,8.0,3,8.0,8.0,8.0,,9,6.0,False,Model,Model,21,≤25,Valentin Chmerkovskiy,14,United States,New York,1,5.0,0.6111111111111112,11.0,0.02499604099826808,955834.6994606277,23892.0833352851
Lauren Alaina,28,5,23.0,7.666666666666667,3,8.0,7.0,8.0,,4,,False,Singer/Rapper,Entertainment,24,≤25,Gleb Savchenko,6,United States,Georgia,1,7.0,0.7777777777777778,11.0,0.009195529593941322,955834.6994606277,8789.406265806212
Karamo Brown,28,5,21.0,7.0,3,7.0,7.0,7.0,,8,7.0,False,TV Personality,Media,38,36-45,Jenna Johnson,3,United States,Texas,1,8.0,0.8888888888888888,11.0,0.0012444796021067032,955834.6994606277,1189.5167864645423
Sean Spicer,28,5,19.0,6.333333333333333,3,7.0,6.0,6.0,,6,9.0,False,Politician,Other,48,46-55,Lindsay Arnold,8,United States,New York,1,9.0,1.0,11.0,0.00016842199943329774,955834.6994606277,160.98359121088416
James Van Der Beek,28,6,27.0,9.0,3,9.0,9.0,9.0,,5,10.0,False,Actor/Actress,Entertainment,42,36-45,Emma Slater,10,United States,Connecticut,1,1.0,0.2222222222222222,11.0,0.24638459742200067,1010979.0090448947,249089.65614561955
Kate Flannery,28,6,27.0,9.0,3,9.0,9.0,9.0,,7,8.0,False,Actor/Actress,Entertainment,55,46-55,Pasha Pashkov,0,United States,Pennsylvania,1,1.0,0.2222222222222222,11.0,0.24638459742200067,1010979.0090448947,249089.65614561955
Sailor Brinkley-Cook,28,6,27.0,9.0,3,9.0,9.0,9.0,,9,6.0,True,Model,Model,21,≤25,Valentin Chmerkovskiy,14,United States,New York,1,1.0,0.2222222222222222,11.0,0.24638459742200067,1010979.0090448947,249089.65614561955
Lauren Alaina,28,6,26.0,8.666666666666666,3,9.0,8.0,9.0,,4,,False,Singer/Rapper,Entertainment,24,≤25,Gleb Savchenko,6,United States,Georgia,1,4.0,0.5,11.0,0.0906398280128564,1010979.0090448947,91634.96350443726
Kel Mitchell,28,6,26.0,8.666666666666666,3,9.0,8.0,9.0,,2,,False,Actor/Actress,Entertainment,41,36-45,Witney Carson,10,United States,Illinois,1,4.0,0.5,11.0,0.0906398280128564,1010979.0090448947,91634.96350443726
Karamo Brown,28,6,25.0,8.333333333333334,3,9.0,8.0,8.0,,8,7.0,False,TV Personality,Media,38,36-45,Jenna Johnson,3,United States,Texas,1,6.0,0.7222222222222222,11.0,0.03334452927724526,1010979.0090448947,33710.61916577789
Ally Brooke,28,6,25.0,8.333333333333334,3,8.0,9.0,8.0,,3,,False,Singer/Rapper,Entertainment,26,26-35,Sasha Farber,6,United States,Texas,1,6.0,0.7222222222222222,11.0,0.03334452927724526,1010979.0090448947,33710.61916577789
Hannah Brown,28,6,24.0,8.0,3,8.0,8.0,8.0,,1,,False,TV Personality,Media,24,≤25,Alan Bersten,3,United States,Alabama,1,8.0,0.8888888888888888,11.0,0.012266766796637782,1010979.0090448947,12401.443740249682
Sean Spicer,28,6,21.0,7.0,3,7.0,7.0,7.0,,6,9.0,False,Politician,Other,48,46-55,Lindsay Arnold,8,United States,New York,1,9.0,1.0,11.0,0.0006107263571568486,1010979.0090448947,617.4315273560293
Sean Spicer,28,7,21.0,7.0,3,7.0,7.0,7.0,,6,9.0,False,Politician,Other,48,46-55,Lindsay Arnold,8,United States,New York,1,8.0,1.0,11.0,0.5835333433333332,1066123.318629162,622118.5045253033
Ally Brooke,28,7,27.0,9.0,3,9.0,9.0,9.0,,3,,False,Singer/Rapper,Entertainment,26,26-35,Sasha Farber,6,United States,Texas,1,1.0,0.25,11.0,0.11097776111111124,1066123.318629162,118315.97896981226
Lauren Alaina,28,7,27.0,9.0,3,9.0,9.0,9.0,,4,,False,Singer/Rapper,Entertainment,24,≤25,Gleb Savchenko,6,United States,Georgia,1,1.0,0.25,11.0,0.11097776111111121,1066123.318629162,118315.97896981223
James Van Der Beek,28,7,27.0,9.0,3,9.0,9.0,9.0,,5,10.0,False,Actor/Actress,Entertainment,42,36-45,Emma Slater,10,United States,Connecticut,1,1.0,0.25,11.0,0.11097776111111118,1066123.318629162,118315.9789698122
Kate Flannery,28,7,24.0,8.0,3,8.0,8.0,8.0,,7,8.0,False,Actor/Actress,Entertainment,55,46-55,Pasha Pashkov,0,United States,Pennsylvania,1,7.0,0.875,11.0,0.08353334333333323,1066123.318629162,89056.8452107224
Karamo Brown,28,7,24.5,8.166666666666666,3,8.5,8.0,8.0,,8,7.0,True,TV Personality,Media,38,36-45,Jenna Johnson,3,United States,Texas,1,6.0,0.75,11.0,1.0000000036369805e-08,1066123.318629162,0.010661233225066317
Kel Mitchell,28,7,25.5,8.5,3,8.5,8.5,8.5,,2,,False,Actor/Actress,Entertainment,41,36-45,Witney Carson,10,United States,Illinois,1,5.0,0.625,11.0,1.0000000029430911e-08,1066123.318629162,0.0106612332176686
Hannah Brown,28,7,26.0,8.666666666666666,3,8.5,9.0,8.5,,1,,False,TV Personality,Media,24,≤25,Alan Bersten,3,United States,Alabama,1,4.0,0.5,11.0,1e-08,1066123.318629162,0.01066123318629162
Sean Spicer,28,8,20.0,6.666666666666667,3,7.0,7.0,6.0,,6,9.0,False,Politician,Other,48,46-55,Lindsay Arnold,8,United States,New York,1,7.0,1.0,11.0,0.5001916765277751,1121267.628213429,560848.734792397
James Van Der Beek,28,8,31.9998,10.6666,3,10.6666,10.6666,10.6666,,5,10.0,False,Actor/Actress,Entertainment,42,36-45,Emma Slater,10,United States,Connecticut,1,1.0,0.1428571428571428,11.0,0.3329554959259324,1121267.628213429,373332.21921749617
Lauren Alaina,28,8,24.0,8.0,3,8.0,8.0,8.0,,4,,False,Singer/Rapper,Entertainment,24,≤25,Gleb Savchenko,6,United States,Georgia,1,6.0,0.8571428571428571,11.0,0.16685278754629246,1121267.628213429,187086.6293528305
Kate Flannery,28,8,25.9998,8.6666,3,8.6666,8.6666,8.6666,,7,8.0,True,Actor/Actress,Entertainment,55,46-55,Pasha Pashkov,0,United States,Pennsylvania,1,5.0,0.7142857142857143,11.0,1.0000000115082881e-08,1121267.628213429,0.011212676411172998
Hannah Brown,28,8,30.9998,10.333266666666669,3,10.6666,9.6666,10.6666,,1,,False,TV Personality,Media,24,≤25,Alan Bersten,3,United States,Alabama,1,2.0,0.2857142857142857,11.0,9.999999999999999e-09,1121267.628213429,0.011212676282134288
Ally Brooke,28,8,30.0,10.0,3,10.0,10.0,10.0,,3,,False,Singer/Rapper,Entertainment,26,26-35,Sasha Farber,6,United States,Texas,1,3.0,0.4285714285714285,11.0,9.999999999999999e-09,1121267.628213429,0.011212676282134288
Kel Mitchell,28,8,29.9998,9.999933333333331,3,9.6666,9.6666,10.6666,,2,,False,Actor/Actress,Entertainment,41,36-45,Witney Carson,10,United States,Illinois,1,4.0,0.5714285714285714,11.0,9.999999999999999e-09,1121267.628213429,0.011212676282134288
Ally Brooke,28,9,40.0,10.0,4,10.0,10.0,10.0,10.0,3,,False,Singer/Rapper,Entertainment,26,26-35,Sasha Farber,6,United States,Texas,1,1.0,0.1666666666666666,11.0,0.9208527463293711,1176411.9377976956,1083302.1637356654
Kel Mitchell,28,9,37.0,9.25,4,9.0,9.0,9.5,9.5,2,,False,Actor/Actress,Entertainment,41,36-45,Witney Carson,10,United States,Illinois,1,2.0,0.3333333333333333,11.0,0.045846558638235675,1176411.9377976956,53934.43888896251
James Van Der Beek,28,9,36.0,9.0,4,9.0,8.5,9.5,9.0,5,10.0,False,Actor/Actress,Entertainment,42,36-45,Emma Slater,10,United States,Connecticut,1,3.0,0.5,11.0,0.016866006371467897,1176411.9377976956,19841.37123836683
Hannah Brown,28,9,35.5,8.875,4,9.0,8.5,9.0,9.0,1,,False,TV Personality,Media,24,≤25,Alan Bersten,3,United States,Alabama,1,4.0,0.6666666666666666,11.0,0.010229749971203904,1176411.9377976956,12034.399986809905
Lauren Alaina,28,9,35.0,8.75,4,9.0,9.0,8.5,8.5,4,,False,Singer/Rapper,Entertainment,24,≤25,Gleb Savchenko,6,United States,Georgia,1,5.0,0.8333333333333334,11.0,0.006204656998729597,1176411.9377976956,7299.2325632455195
Sean Spicer,28,9,25.0,6.25,4,6.5,6.0,6.5,6.0,6,9.0,True,Politician,Other,48,46-55,Lindsay Arnold,8,United States,New York,1,6.0,1.0,11.0,2.8169099194263377e-07,1176411.9377976956,0.33138464569138887
Ally Brooke,28,10,29.5,9.833333333333334,3,10.0,9.5,10.0,,3,,False,Singer/Rapper,Entertainment,26,26-35,Sasha Farber,6,United States,Texas,1,1.0,0.2,11.0,0.6450093688490339,1231556.2473819624,794365.3178259243
Kel Mitchell,28,10,28.5,9.5,3,9.5,9.5,9.5,,2,,False,Actor/Actress,Entertainment,41,36-45,Witney Carson,10,United States,Illinois,1,2.0,0.4,11.0,0.23728568616252732,1231556.2473819624,292230.6692077762
Hannah Brown,28,10,27.0,9.0,3,9.0,9.0,9.0,,1,,False,TV Personality,Media,24,≤25,Alan Bersten,3,United States,Alabama,1,3.0,0.7,11.0,0.05294559315437478,1231556.2473819624,65205.476020613925
Lauren Alaina,28,10,27.0,9.0,3,9.0,9.0,9.0,,4,,False,Singer/Rapper,Entertainment,24,≤25,Gleb Savchenko,6,United States,Georgia,1,3.0,0.7,11.0,0.05294559315437478,1231556.2473819624,65205.476020613925
James Van Der Beek,28,10,25.5,8.5,3,8.5,8.5,8.5,,5,10.0,True,Actor/Actress,Entertainment,42,36-45,Emma Slater,10,United States,Connecticut,1,5.0,1.0,11.0,0.011813758679689253,1231556.2473819624,14549.308307034184
Ally Brooke,28,11,30.0,10.0,3,10.0,10.0,10.0,,3,,False,Singer/Rapper,Entertainment,26,26-35,Sasha Farber,6,United States,Texas,1,1.0,0.25,11.0,0.45505423392341127,1286700.5569662296,585518.5362390942
Kel Mitchell,28,11,29.5,9.833333333333334,3,10.0,9.5,10.0,,2,,False,Actor/Actress,Entertainment,41,36-45,Witney Carson,10,United States,Illinois,1,2.0,0.5,11.0,0.27600434470659363,1286700.5569662296,355134.9440590732
Hannah Brown,28,11,29.0,9.666666666666666,3,10.0,9.5,9.5,,1,,False,TV Personality,Media,24,≤25,Alan Bersten,3,United States,Alabama,1,3.0,0.75,11.0,0.16740509727844333,1286700.5569662296,215400.23190715886
Lauren Alaina,28,11,28.5,9.5,3,9.5,9.5,9.5,,4,,False,Singer/Rapper,Entertainment,24,≤25,Gleb Savchenko,6,United States,Georgia,1,4.0,1.0,11.0,0.1015363240915518,1286700.5569662296,130646.8447609033
Skai Jackson,29,1,21.0,7.0,3,7.0,7.0,7.0,,5,10.0,False,Actor/Actress,Entertainment,18,≤25,Alan Bersten,4,United States,New York,1,1.0,0.1,11.0,0.31790565123519166,706141.6031118939,224486.40620154885
Justina Machado,29,1,21.0,7.0,3,7.0,7.0,7.0,,4,,False,Actor/Actress,Entertainment,48,46-55,Sasha Farber,7,United States,Illinois,1,1.0,0.1,11.0,0.31790565123519166,706141.6031118939,224486.40620154885
Kaitlyn Bristowe,29,1,20.0,6.666666666666667,3,6.0,7.0,7.0,,1,,False,TV Personality,Media,35,26-35,Artem Chigvintsev,8,Canada,Unknown,0,3.0,0.2333333333333333,11.0,0.11695095332164578,706141.6031118939,82583.93366401122
Nev Schulman,29,1,20.0,6.666666666666667,3,7.0,7.0,6.0,,2,,False,Producer,Other,35,26-35,Jenna Johnson,4,United States,New York,1,3.0,0.2333333333333333,11.0,0.11695095332164578,706141.6031118939,82583.93366401122
Monica Aldama,29,1,19.0,6.333333333333333,3,6.0,7.0,6.0,,10,7.0,False,TV Personality,Media,48,46-55,Valentin Chmerkovskiy,15,United States,Alabama,1,5.0,0.3333333333333333,11.0,0.04302385135243448,706141.6031118939,30380.931366055906
Jeannie Mai,29,1,18.0,6.0,3,6.0,6.0,6.0,,9,-1.0,False,TV Personality,Media,41,36-45,Brandon Armstrong,2,United States,California,1,6.0,0.5333333333333333,11.0,0.0158275903925768,706141.6031118939,11176.520053212591
Johnny Weir,29,1,18.0,6.0,3,6.0,6.0,6.0,,6,10.0,False,Athlete,Sports,36,36-45,Britt Stewart,0,United States,Pennsylvania,1,6.0,0.5333333333333333,11.0,0.0158275903925768,706141.6031118939,11176.520053212591
AJ McLean,29,1,18.0,6.0,3,6.0,6.0,6.0,,7,9.0,False,Singer/Rapper,Entertainment,42,36-45,Cheryl Burke,22,United States,Florida,1,6.0,0.5333333333333333,11.0,0.0158275903925768,706141.6031118939,11176.520053212591
Anne Heche,29,1,18.0,6.0,3,6.0,6.0,6.0,,13,4.0,False,Actor/Actress,Entertainment,51,46-55,Keo Motsepe,8,United States,Ohio,1,6.0,0.5333333333333333,11.0,0.0158275903925768,706141.6031118939,11176.520053212591
Jesse Metcalfe,29,1,18.0,6.0,3,6.0,6.0,6.0,,12,5.0,False,Actor/Actress,Entertainment,41,36-45,Sharna Burgess,12,United States,California,1,6.0,0.5333333333333333,11.0,0.0158275903925768,706141.6031118939,11176.520053212591
Veron Davis,29,1,17.0,5.666666666666667,3,5.0,6.0,6.0,,11,6.0,False,Athlete,Sports,36,36-45,Peta Murgatroyd,12,United States,Washington D.C.,1,11.0,0.7333333333333333,11.0,0.005822645108711642,706141.6031118939,4111.611951417266
Nelly,29,1,16.0,5.333333333333333,3,5.0,5.0,6.0,,3,,False,Singer/Rapper,Entertainment,45,36-45,Daniella Karagach,0,United States,Texas,1,12.0,0.8,11.0,0.002142031428732471,706141.6031118939,1512.5775070012076
Chrishell Stause,29,1,13.0,4.333333333333333,3,4.0,5.0,4.0,,8,8.0,False,Actor/Actress,Entertainment,39,36-45,Gleb Savchenko,7,United States,Kentucky,1,13.0,0.8666666666666667,11.0,0.00010664546518841682,706141.6031118939,75.30679975276233
Charles Oakley,29,1,12.0,4.0,3,4.0,4.0,4.0,,15,2.0,False,Athlete,Sports,56,>55,Emma Slater,11,United States,Ohio,1,14.0,0.9333333333333332,11.0,3.923267413698328e-05,706141.6031118939,27.703823409455914
Carole Baskin,29,1,11.0,3.6666666666666665,3,4.0,4.0,3.0,,14,3.0,False,TV Personality,Media,59,>55,Pasha Pashkov,1,United States,Texas,1,15.0,1.0,11.0,1.443289423717471e-05,706141.6031118939,10.191667074182964
Kaitlyn Bristowe,29,2,22.0,7.333333333333333,3,7.0,8.0,7.0,,1,,False,TV Personality,Media,35,26-35,Artem Chigvintsev,8,Canada,Unknown,0,1.0,0.0666666666666666,11.0,0.49078397615106695,759102.223345286,372555.20747851476
Nev Schulman,29,2,21.0,7.0,3,7.0,7.0,7.0,,2,,False,Producer,Other,35,26-35,Jenna Johnson,4,United States,New York,1,2.0,0.1666666666666666,11.0,0.180549334882353,759102.223345286,137055.40153270678
Justina Machado,29,2,21.0,7.0,3,7.0,7.0,7.0,,4,,False,Actor/Actress,Entertainment,48,46-55,Sasha Farber,7,United States,Illinois,1,2.0,0.1666666666666666,11.0,0.180549334882353,759102.223345286,137055.40153270678
Jesse Metcalfe,29,2,20.0,6.666666666666667,3,7.0,7.0,6.0,,12,5.0,False,Actor/Actress,Entertainment,41,36-45,Sharna Burgess,12,United States,California,1,4.0,0.2666666666666666,11.0,0.06642038842039563,759102.223345286,50419.86452537981
AJ McLean,29,2,19.0,6.333333333333333,3,7.0,6.0,6.0,,7,9.0,False,Singer/Rapper,Entertainment,42,36-45,Cheryl Burke,22,United States,Florida,1,5.0,0.3333333333333333,11.0,0.024434695374485282,759102.223345286,18548.431585536553
Jeannie Mai,29,2,18.0,6.0,3,6.0,6.0,6.0,,9,-1.0,False,TV Personality,Media,41,36-45,Brandon Armstrong,2,United States,California,1,6.0,0.5666666666666667,11.0,0.008989022079560077,759102.223345286,6823.58664629392
Johnny Weir,29,2,18.0,6.0,3,6.0,6.0,6.0,,6,10.0,False,Athlete,Sports,36,36-45,Britt Stewart,0,United States,Pennsylvania,1,6.0,0.5666666666666667,11.0,0.008989022079560077,759102.223345286,6823.58664629392
Nelly,29,2,18.0,6.0,3,6.0,6.0,6.0,,3,,False,Singer/Rapper,Entertainment,45,36-45,Daniella Karagach,0,United States,Texas,1,6.0,0.5666666666666667,11.0,0.008989022079560077,759102.223345286,6823.58664629392
Chrishell Stause,29,2,18.0,6.0,3,6.0,6.0,6.0,,8,8.0,False,Actor/Actress,Entertainment,39,36-45,Gleb Savchenko,7,United States,Kentucky,1,6.0,0.5666666666666667,11.0,0.008989022079560077,759102.223345286,6823.58664629392
Anne Heche,29,2,18.0,6.0,3,6.0,6.0,6.0,,13,4.0,False,Actor/Actress,Entertainment,51,46-55,Keo Motsepe,8,United States,Ohio,1,6.0,0.5666666666666667,11.0,0.008989022079560077,759102.223345286,6823.58664629392
Veron Davis,29,2,18.0,6.0,3,6.0,6.0,6.0,,11,6.0,False,Athlete,Sports,36,36-45,Peta Murgatroyd,12,United States,Washington D.C.,1,6.0,0.5666666666666667,11.0,0.008989022079560077,759102.223345286,6823.58664629392
Carole Baskin,29,2,16.0,5.333333333333333,3,6.0,5.0,5.0,,14,3.0,False,TV Personality,Media,59,>55,Pasha Pashkov,1,United States,Texas,1,12.0,0.8333333333333334,11.0,0.0012165318491574348,759102.223345286,923.4720314657608
Monica Aldama,29,2,16.0,5.333333333333333,3,5.0,6.0,5.0,,10,7.0,False,TV Personality,Media,48,46-55,Valentin Chmerkovskiy,15,United States,Alabama,1,12.0,0.8333333333333334,11.0,0.0012165318491574348,759102.223345286,923.4720314657608
